date, pm25, pm10, o3, no2, so2, co
2015/2/19, 128, 54, 9, , , 
2015/2/20, 95, 61, 9, , , 
2015/2/21, 98, 49, 14, , , 
2015/2/22, 86, 35, 15, , , 
2015/2/23, 64, 44, 11, , , 
2015/2/24, 75, 49, 14, , , 
2015/2/25, 92, 46, 3, , , 
2015/2/26, 86, 43, 6, , , 
2015/2/27, 79, 51, 4, , , 
2015/2/28, 69, 20, 5, , , 
2015/3/1, 42, 29, 4, , , 
2015/3/2, 56, 55, 6, , , 
2015/3/3, 103, 36, 7, , , 
2015/3/4, 71, 36, 4, , , 
2015/3/5, 66, 44, 5, , , 
2015/3/6, 76, 34, 5, , , 
2015/3/7, 66, 24, 6, , , 
2015/3/8, 58, 24, 6, , , 
2015/3/9, 43, 30, 6, , , 
2015/3/10, 59, 29, 4, , , 
2015/3/11, 59, 26, 4, , , 
2015/3/12, 50, 37, 4, , , 
2015/3/13, 62, 39, 8, , , 
2015/3/14, 62, 39, , , , 
2015/3/15, 69, 38, , , , 
2015/3/16, 68, 35, , , , 
2015/3/17, 56, 65, , , , 
2015/3/18, 116, 53, , , , 
2015/3/19, 105, 55, , , , 
2015/3/20, 108, 47, , , , 
2015/3/21, 82, 49, , , , 
2015/3/22, 80, 39, , , , 
2015/3/23, 65, 41, , , , 
2015/3/24, 75, 60, , , , 
2015/3/25, 107, 50, , , , 
2015/3/26, 89, 49, , , , 
2015/3/27, 90, 41, , , , 
2015/3/28, 76, 51, , , , 
2015/3/29, 94, 36, , , , 
2015/3/30, 62, 54, , , , 
2015/3/31, 100, 52, , , , 
2015/4/1, 96, 40, , , , 
2014/10/2, 40, 22, 8, , , 
2014/10/3, 39, 24, 7, , , 
2014/10/4, 41, 40, 8, , , 
2014/10/5, 74, 34, 12, , , 
2014/10/6, 59, 25, 10, , , 
2014/10/7, 43, 30, 8, , , 
2014/10/8, 56, 52, 2, , , 
2014/10/9, 106, 40, 1, , , 
2014/10/10, 115, 53, 1, , , 
2014/10/11, 102, 31, 4, , , 
2014/10/12, 55, 17, 7, , , 
2014/10/13, 25, 17, 9, , , 
2014/10/14, 27, 25, 8, , , 
2014/10/15, 43, 21, 7, , , 
2014/10/16, 42, 27, 2, , , 
2014/10/17, 89, 30, 8, , , 
2014/10/18, 61, 35, 7, , , 
2014/10/19, 66, 30, 4, , , 
2014/10/20, 62, 29, 8, , , 
2014/10/21, 59, 24, 7, , , 
2014/10/22, 74, 28, 6, , , 
2014/10/23, 39, 43, 5, , , 
2014/10/24, 108, 52, 5, , , 
2014/10/25, 99, 53, 6, , , 
2014/10/26, 89, 34, 6, , , 
2014/10/27, 59, 43, 6, , , 
2014/10/28, 136, 39, 4, , , 
2014/10/29, 62, 40, 5, , , 
2014/10/30, 315, 47, 6, , , 
2014/10/31, 73, 38, 6, , , 
2014/11/1, 62, 45, 5, , , 
2014/11/2, 72, 22, 7, , , 
2014/11/3, 30, 17, 6, , , 
2014/11/4, 19, 42, 5, , , 
2014/11/5, 66, 53, 3, , , 
2014/11/6, 91, 73, 3, , , 
2014/11/7, 120, 39, 5, , , 
2014/11/8, 67, 45, 2, , , 
2014/11/9, 73, 40, 6, , , 
2014/11/10, 69, 48, 4, , , 
2014/11/11, 89, 44, 10, , , 
2014/11/12, 71, 42, 4, , , 
2014/11/13, 67, 41, 5, , , 
2014/11/14, 60, 43, 4, , , 
2014/11/15, 69, 47, 6, , , 
2014/11/16, 86, 28, 6, , , 
2014/11/17, 45, 19, 8, , , 
2014/11/18, 27, 45, 5, , , 
2014/11/19, 78, 45, 5, , , 
2014/11/20, 79, 54, 7, , , 
2014/11/21, 100, 44, 2, , , 
2014/11/22, 89, 50, 7, , , 
2014/11/23, 99, 20, 8, , , 
2014/11/24, 39, 16, 7, , , 
2014/11/25, 27, 19, 4, , , 
2014/11/26, 29, 47, 3, , , 
2014/11/27, 88, 45, 4, , , 
2014/11/28, 84, 28, 6, , , 
2014/11/29, 49, 20, 6, , , 
2014/11/30, 43, 18, 6, , , 
2014/12/1, 35, 23, 7, , , 
2014/12/2, 48, 19, 8, , , 
2014/12/3, 37, 24, 9, , , 
2014/12/4, 49, 38, 9, , , 
2014/12/5, 74, 48, 8, , , 
2014/12/6, 100, 51, 2, , , 
2014/12/7, 102, 57, 2, , , 
2014/12/8, 116, 46, 6, , , 
2014/12/9, 98, 46, 1, , , 
2014/12/10, 98, 52, 1, , , 
2014/12/11, 105, 31, 2, , , 
2014/12/12, 56, , , , , 
2014/12/23, 55, 28, , , , 
2014/12/24, 56, 22, , , , 
2014/12/25, 41, 27, , , , 
2014/12/26, 58, 18, , , , 
2014/12/27, 37, 29, , , , 
2014/12/28, 48, 23, , , , 
2014/12/29, 37, , , , , 
2014/8/27, 42, 33, 4, , , 
2014/8/28, 58, 32, 5, , , 
2014/8/29, 99, 17, 9, , , 
2014/8/30, 34, 20, 14, , , 
2014/8/31, 37, 16, 13, , , 
2014/9/1, 36, 20, 9, , , 
2014/9/2, 47, 30, 9, , , 
2014/9/3, 64, 19, 10, , , 
2014/9/4, 37, 19, 8, , , 
2014/9/5, 41, 23, 8, , , 
2014/9/6, 78, 20, 8, , , 
2014/9/7, 69, 16, 12, , , 
2014/9/8, 29, 19, 9, , , 
2014/9/9, 44, 20, 9, , , 
2014/9/10, 42, 35, 7, , , 
2014/9/11, 99, 21, 7, , , 
2014/9/12, 40, 25, 8, , , 
2014/9/13, 44, 18, 9, , , 
2014/9/14, 36, 15, 9, , , 
2014/9/15, 22, , 9, , , 
2014/9/16, 32, , 8, , , 
2014/9/17, 42, 60, 6, , , 
2014/9/18, 112, 41, 3, , , 
2014/9/19, 73, 43, 7, , , 
2014/9/20, 131, , , , , 
2014/9/23, 45, 27, 11, , , 
2014/9/24, 77, 32, 7, , , 
2014/9/25, 120, 31, 7, , , 
2014/9/26, 51, 40, 11, , , 
2014/9/27, 245, 23, 13, , , 
2014/9/28, 37, 22, 15, , , 
2014/9/29, 39, 23, 12, , , 
2014/9/30, 78, 25, 11, , , 
2014/10/1, 47, 22, 10, , , 
2020/10/20, , 25, 5, 8, , 5
2020/4/1, , 31, 5, 6, , 7
2020/1/1, , 27, 1, , , 
2020/3/2, , 22, 15, , , 6
2020/3/6, , 56, 19, 1, , 12
2019/10/7, , 31, 9, 6, , 8
2019/11/14, , 40, 8, 11, , 20
2019/1/1, , 20, 10, 2, , 8
2019/1/15, , 28, 8, 3, , 5
2019/3/26, , 48, 17, 9, , 9
2018/10/9, , 32, 8, 8, , 7
2018/10/10, , 42, 5, 15, 1, 8
2018/10/11, , 31, 4, 10, 1, 10
2018/10/12, , 50, 4, 11, , 10
2018/8/14, , 10, 6, 6, , 7
2018/8/15, , 10, 10, 5, , 5
2018/8/16, , 13, 12, 5, , 6
2018/8/21, , 13, 7, 4, , 4
2018/4/16, , 38, 5, , , 
2018/5/7, , 44, 2, , , 
2018/5/22, , 29, 5, 8, , 6
2018/6/24, , 14, 8, 1, , 2
2018/6/25, , 19, 7, 3, , 4
2018/6/26, , 21, 6, 5, , 6
2018/6/27, , 27, 6, 8, , 5
2018/6/28, , 21, 6, 7, , 5
2018/3/7, , 17, 7, , , 
2018/3/12, , 35, 7, , , 
2017/10/30, , 36, 4, 11, , 9
2017/7/5, , 19, 5, 2, , 4
2017/7/17, , 14, 4, , , 8
2017/7/27, , 14, 6, 3, , 5
2017/7/28, , 14, 5, 4, , 4
2017/9/10, , 16, 5, , , 4
2017/4/17, , 20, 4, , , 
2017/4/24, , 23, 6, , , 
2017/5/8, , 33, , 6, , 
2017/5/15, , 30, 1, 10, 1, 9
2017/6/3, , 19, 5, 2, , 5
2017/6/4, , 14, 4, 1, , 4
2017/6/5, , 14, 6, 3, , 4
2017/6/6, , 17, 6, 6, , 7
2017/6/7, , 22, 6, 8, , 10
2017/6/20, , 24, 3, 4, , 5
2017/1/16, , 40, 8, , , 
2017/2/15, , 41, , , , 
2017/3/27, , 39, 6, , , 
2016/10/31, , 23, 9, 10, 1, 14
2016/11/1, , 23, 7, 11, 1, 10
2016/11/2, , 31, 7, 8, 1, 7
2016/11/8, , 39, 7, 12, 1, 12
2016/8/4, , 24, 4, 5, , 6
2016/8/16, , 17, 8, , , 
2016/9/19, , 15, 8, 2, , 3
2016/4/11, , 47, 7, 11, , 8
2016/4/17, , 25, 10, 4, , 
2016/4/18, , 25, 6, 4, , 
2016/4/19, , 25, 6, 7, 1, 
2016/4/20, , 133, 5, 6, , 
2016/5/10, , 30, 6, 7, , 9
2016/5/23, , 19, 6, 3, , 4
2016/1/12, , 52, 13, 7, , 6
2016/3/30, , 37, 9, 14, , 11
2015/10/15, , 23, 7, , , 
2015/12/7, , 27, 7, , , 
2015/12/28, , 30, 8, , , 
2016/1/3, , 20, 6, 4, , 3
2015/7/4, , 12, , , , 
2015/8/15, , 28, , , , 
2015/8/20, , 18, , , , 
2015/8/24, , 28, , , , 
2015/8/30, , 16, , , , 
2015/4/29, , 25, , , , 
2015/5/2, , 58, , , , 
2015/6/11, , 49, , , , 
2015/6/19, , 15, , , , 
2015/6/24, , 16, , , , 
2015/1/1, , 18, , , , 
2015/2/12, , 34, 3, , , 
2015/2/18, , 78, 12, , , 
2014/12/22, , 27, , , , 
2014/8/26, , 24, 5, , , 
2014/9/22, , 27, 7, , , 
2020/10/17, , , , 4, , 
2020/10/18, , , , 4, , 
2020/10/19, , , , 7, , 
2019/3/25, , , , 7, , 7
2017/11/24, , , , 11, , 7
2017/11/25, , , , 4, , 8
2017/11/26, , , , 6, , 8
2017/11/27, , , , 4, , 8
2017/11/28, , , , 4, , 7
2017/11/29, , , , 4, , 6
2017/11/30, , , , 9, , 9
2017/12/1, , , , 10, , 9
2017/12/2, , , , 10, , 13
2017/12/3, , , , 2, , 6
2017/12/4, , , , 3, , 8
2017/12/5, , , , 4, , 7
2017/12/6, , , , 7, , 13
2017/12/7, , , , 8, , 11
2017/12/8, , , , 3, , 5
2017/12/9, , , , 8, , 9
2017/12/10, , , , 7, , 5
2017/12/11, , , , 4, , 4
2017/12/12, , , , 5, , 6
2017/12/13, , , , 7, , 6
2017/12/14, , , , 10, , 7
2017/12/15, , , , 13, , 10
2017/12/16, , , , 17, , 9
2017/12/17, , , , 10, , 7
2017/12/18, , , , 11, , 10
2017/12/19, , , , 16, , 10
2017/12/20, , , , 15, , 10
2017/12/21, , , , 14, , 11
2017/12/22, , , , 10, , 7
2017/12/23, , , , 11, , 7
2017/12/24, , , , 9, , 6
2017/12/25, , , , 7, , 6
2017/12/26, , , , 13, , 9
2017/12/27, , , , 10, , 9
2017/12/28, , , , 9, , 6
2017/12/29, , , , 13, , 10
2017/12/30, , , , 14, , 8
2017/5/14, , , , 8, , 5
2017/6/18, , , , 7, , 5
2017/6/19, , , , 3, , 3
2016/8/18, , , , 8, , 12
2016/8/19, , , , 7, , 12
2016/8/20, , , , 7, , 9
2016/8/21, , , , 5, , 5
2016/8/22, , , , 3, , 6
2016/8/23, , , , 8, , 9
2016/8/24, , , , 12, , 11
2016/8/25, , , , 8, , 9
2016/8/26, , , , 6, , 6
2016/8/27, , , , 7, 1, 5
2016/8/28, , , , 5, , 3
2016/8/29, , , , 5, , 7
2016/8/30, , , , 4, , 3
2016/8/31, , , , 7, , 6
2016/9/1, , , , 6, , 5
2016/9/2, , , , 8, , 8
2016/9/3, , , , 7, , 7
2016/9/4, , , , 6, , 
2016/9/5, , , , 5, , 
2016/9/6, , , , 4, , 
2016/9/7, , , , 6, , 
2016/9/8, , , , 7, , 5
2016/9/9, , , , 5, , 4
2016/9/10, , , , 6, , 5
2016/9/11, , , , 5, , 3
2016/9/12, , , , 10, , 6
2016/9/13, , , , 11, , 10
2016/9/14, , , , 8, , 9
2016/9/15, , , , 6, , 7
2016/9/16, , , , 9, , 9
2016/9/17, , , , 6, , 5
2016/9/18, , , , 4, , 4
